2.513274e-02	4.100173e-01	1.833653e-01
3.820577e-02	7.777480e-01	2.245165e-01
5.725007e-02	1.327239e+00	2.310426e-01
7.778031e-02	2.296188e+00	3.154056e-01
1.016380e-01	3.774768e+00	3.376256e-01
1.347107e-01	7.568143e+00	4.444167e-01
1.815186e-01	6.650477e+00	2.448074e-01
2.444601e-01	5.283095e+00	1.274238e-01
3.299734e-01	3.850643e+00	5.889320e-02
4.460977e-01	3.337721e+00	3.271333e-02
6.021986e-01	3.134141e+00	1.969678e-02
8.131821e-01	2.997229e+00	1.201576e-02
1.097917e+00	3.040200e+00	7.794437e-03
1.480195e+00	3.734706e+00	6.146342e-03
1.920623e+00	5.133357e+00	8.141910e-03
2.388536e+00	7.597317e+00	3.756861e-02
