2.513274e-02	2.668057e+00	1.193191e+00
3.820577e-02	1.793296e+00	5.176799e-01
5.725007e-02	6.022353e+00	1.048357e+00
7.778031e-02	9.048844e+00	1.242954e+00
1.016380e-01	1.569009e+01	1.403364e+00
1.347107e-01	2.474912e+01	1.453318e+00
1.815186e-01	2.973331e+01	1.094498e+00
2.444601e-01	3.324513e+01	8.018444e-01
3.299734e-01	3.601184e+01	5.507789e-01
4.460977e-01	4.065698e+01	3.984829e-01
6.021986e-01	4.554363e+01	2.862229e-01
8.131821e-01	4.907992e+01	1.967593e-01
1.097917e+00	5.091602e+01	1.305380e-01
1.480195e+00	5.951407e+01	9.794449e-02
1.920623e+00	7.704948e+01	1.222066e-01
2.388536e+00	1.078114e+02	5.331255e-01
