2.513274e-02	6.310486e+00	2.822135e+00
3.820577e-02	6.549382e+00	1.890644e+00
5.725007e-02	1.035460e+01	1.802504e+00
7.778031e-02	2.133919e+01	2.931164e+00
1.016380e-01	3.306863e+01	2.957748e+00
1.347107e-01	4.782857e+01	2.808590e+00
1.815186e-01	3.062252e+01	1.127231e+00
2.444601e-01	2.052166e+01	4.949650e-01
3.299734e-01	1.989886e+01	3.043407e-01
4.460977e-01	1.830690e+01	1.794277e-01
6.021986e-01	1.802550e+01	1.132828e-01
8.131821e-01	1.802089e+01	7.224499e-02
1.097917e+00	1.839820e+01	4.716913e-02
1.480195e+00	2.208427e+01	3.634489e-02
1.920623e+00	3.025946e+01	4.799390e-02
2.388536e+00	4.443186e+01	2.197148e-01
